Company Code;Customer Name;Postal Code;City;Customer;Country/Reg.;Journal Entry Type;Debit/Credit;Journal Entry;Journal Entry Date;Posting Date;Net Due Date;Amount (CoCode Crcy);Transaction Currency;Payment Terms;Payment Method;Reference;Item Text;Clearing Status;Special G/L;Due Net (Symbol);Clearing Journal Entry
1000;BERNARD ELECTRICITE;35690;ACIGNE;1002312;FR;UE;H;400001321;13.10.2023;01.11.2023;13.10.2023;- 870,72  EUR;EUR;;T;OGP-11 418/;VIRT CDE 202305961 BERNARD ELECTRIC;2;;3;
1000;HOTEL DU CAP-EDEN-ROC;06601;ANTIBES CEDEX;1005013;FR;UE;H;400001320;13.10.2023;01.11.2023;13.10.2023;- 2 880,72  EUR;EUR;;T;OGP-11 417/;VIRT CDE 202304727 HOTEL DU CAP EDE;2;;3;
1000;LISAR SPA;22070;CARBONATE;1000127;IT;UE;H;400000994;13.10.2023;01.11.2023;13.10.2023;- 1 196,89  EUR;EUR;;T;OGD-11 422/;VIRT CDE 202305987 LISAR SPA;2;;3;
1000;STUDIO ON;75011;PARIS;1007053;FR;UE;S;400000902;13.10.2023;01.11.2023;26.11.2023;180,37  EUR;EUR;;C;ODV-42 539/;Avo A202300451 CESSION EUROFA;2;;3;
1000;STUDIO ON;75011;PARIS;1007053;FR;UE;S;400000901;13.10.2023;01.11.2023;26.11.2023;137,82  EUR;EUR;;C;ODV-32 539/;Avo A202300452 CESSION EUROFA;2;;3;
1000;ROGER-DUBOIS S.A.S;92220;BAGNEUX;1006373;FR;UE;S;400000896;13.10.2023;01.11.2023;10.12.2023;139,34  EUR;EUR;;C;ODV-22 533/;Avo A202300450 CESSION EUROFA;2;;3;
1000;ASSA ABLOY HOSPITALITY SAS;92150;SURESNES;1007307;FR;UE;S;400000895;13.10.2023;01.11.2023;11.11.2023;565,49  EUR;EUR;;C;ODV-22 520/;Avo A202300453 CESSION EUROFA;2;;3;
1000;SONEPAR ILE DE France MALAKOFF;92245;MALAKOFF CEDEX;1001905;FR;UE;H;400000874;13.10.2023;01.11.2023;30.11.2023;- 189,74  EUR;EUR;;C;ODV-12 537/;Fac 202306310 CESSION EUROFA;2;;3;
1000;SPTB;75015;PARIS;1002198;FR;UE;H;400000794;13.10.2023;01.11.2023;13.10.2023;- 350,02  EUR;EUR;;B;CB2-11 039/;CB SPTB FAC 202306370;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002398;12.10.2023;01.11.2023;12.10.2023;839,70  EUR;EUR;;T;10-16 785/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002397;12.10.2023;01.11.2023;12.10.2023;2 162,26  EUR;EUR;;T;10-16 784/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002396;12.10.2023;01.11.2023;12.10.2023;760,06  EUR;EUR;;T;10-16 783/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002395;12.10.2023;01.11.2023;12.10.2023;4 299,51  EUR;EUR;;T;10-16 782/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002394;12.10.2023;01.11.2023;12.10.2023;6 183,93  EUR;EUR;;T;10-16 781/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002393;12.10.2023;01.11.2023;12.10.2023;498,55  EUR;EUR;;T;10-16 780/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002392;12.10.2023;01.11.2023;12.10.2023;225,38  EUR;EUR;;T;10-16 779/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002390;12.10.2023;01.11.2023;12.10.2023;919,33  EUR;EUR;;T;10-16 778/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002387;12.10.2023;01.11.2023;12.10.2023;1 065,89  EUR;EUR;;T;10-16 777/;MELJAC NORTH AMERICA;2;;3;
1000;INTRAMETAL;93100;MONTREUIL;1006212;FR;UE;S;400002385;12.10.2023;01.11.2023;12.10.2023;3 232,00  EUR;EUR;;T;10-16 771/;INTRAMETAL;2;;3;
1000;ASSA ABLOY HOSPITALITY SAS;92150;SURESNES;1007307;FR;UE;H;400002383;12.10.2023;01.11.2023;11.11.2023;- 565,49  EUR;EUR;;T;10-16 767/;ASSA ABLOY HOSPITALITY SAS;2;;3;
1000;STUDIO ON;75011;PARIS;1007053;FR;UE;H;400002382;12.10.2023;01.11.2023;26.11.2023;- 137,82  EUR;EUR;;T;10-16 766/;STUDIO ON;2;;3;
1000;STUDIO ON;75011;PARIS;1007053;FR;UE;H;400002381;12.10.2023;01.11.2023;26.11.2023;- 180,37  EUR;EUR;;T;10-16 765/;STUDIO ON;2;;3;
1000;ROGER-DUBOIS S.A.S;92220;BAGNEUX;1006373;FR;UE;H;400002380;12.10.2023;01.11.2023;10.12.2023;- 139,34  EUR;EUR;;T;10-16 764/;ROGER-DUBOIS S.A.S;2;;3;
1000;ROGER-DUBOIS S.A.S;92220;BAGNEUX;1006373;FR;UE;H;400001319;12.10.2023;01.11.2023;12.10.2023;- 24 813,12  EUR;EUR;;T;OGP-11 414/;CDE CD231112;2;;3;
1000;ANA MD PRODUCTOS PARA INTERIORES;3070-743;PRAIA DE MIRA;1000060;PT;UE;H;400001048;12.10.2023;01.11.2023;12.10.2023;- 6,80  EUR;EUR;;T;OGD-21 419/;VIRT ANAMO PRODCUTOS PARA INTERIORE;2;;3;
1000;ENVIRON AUDIO LTD;SW9 6DE;LONDON;1005243;GB;UE;H;400001047;12.10.2023;01.11.2023;12.10.2023;- 4 266,85  EUR;EUR;;T;OGD-21 415/;VIRT CDE 202302829 ENVIRON AUDIO;2;;3;
1000;ANA MD PRODUCTOS PARA INTERIORES;3070-743;PRAIA DE MIRA;1000060;PT;UE;H;400000993;12.10.2023;01.11.2023;12.10.2023;- 34,02  EUR;EUR;;T;OGD-11 419/;VIRT CDE 202305979 ANAMO PRODCUTOS;2;;3;
1000;ENVIRON AUDIO LTD;SW9 6DE;LONDON;1005243;GB;UE;H;400000992;12.10.2023;01.11.2023;12.10.2023;- 19 508,07  EUR;EUR;;T;OGD-11 415/;VIRT CDE 202301209 ENVIRON AUDIO;2;;3;
1000;BATON ET FILS;02470;NEUILLY ST FRONT;1004197;FR;UE;H;400000914;12.10.2023;01.11.2023;12.10.2023;- 526,39  EUR;EUR;;C;OG1-11 416/;CHQ CDE 202305977 SAS BATON ET FILS;2;;3;
1000;SONEPAR ILE DE France MALAKOFF;92245;MALAKOFF CEDEX;1001905;FR;UE;S;400002379;11.10.2023;01.11.2023;30.11.2023;189,74  EUR;EUR;;T;10-16 753/;SONEPAR ILE DE FRANCE;2;;3;
1000;IK ELECTRICITE;74700;DOMANCY;1002641;FR;UE;S;400002378;11.10.2023;01.11.2023;11.10.2023;66,82  EUR;EUR;;T;10-16 746/;IK ELECTRICITE;2;;3;
1000;CIRCUIBAT SOLUTION;95100;ARGENTEUIL;1002754;FR;UE;S;400002377;11.10.2023;01.11.2023;11.10.2023;1 928,23  EUR;EUR;;B;10-16 738/;CIRCUIBAT SOLUTION;2;;3;
1000;YOU REFURBISHMENTS LTD;RM17 5XY;ESSEX;1002732;GB;UE;S;400002376;11.10.2023;01.11.2023;11.10.2023;40,00  EUR;EUR;;T;10-16 729/;YOU REFURBISHMENTS LTD;2;;3;
1000;CC REAL ESTATE LTD;SW7 3NH;LONDON;1002604;GB;UE;H;400002340;11.10.2023;01.11.2023;11.10.2023;- 824,38  EUR;EUR;;T;10-16 633/;CC REAL ESTATE LTD;2;;3;
1000;PURO FLOW;75008;PARIS;1000149;FR;UE;H;400001318;11.10.2023;01.11.2023;11.10.2023;- 497,00  EUR;EUR;;T;OGP-11 410/;VIRT CDE 202305954 PURE FLOW;2;;3;
1000;AC2R;69260;CHARBONNIERES LES BAINS;1001115;FR;UE;H;400001317;11.10.2023;01.11.2023;11.10.2023;- 6 009,40  EUR;EUR;;T;OGP-11 408/;VIRT CDE 202303444 AC2R;2;;3;
1000;BATIROD;75019;PARIS;1000069;FR;UE;H;400001316;11.10.2023;01.11.2023;11.10.2023;- 1 572,16  EUR;EUR;;T;OGP-11 407/;VIRT CDE 202305951 STAVRIDI DENIS;2;;3;
1000;HOTEL FELICIEN;75116;PARIS;1000766;FR;UE;H;400001315;11.10.2023;01.11.2023;11.10.2023;- 2 445,32  EUR;EUR;;T;OGP-11 405/;VIRT CDE 202305921 FELICIEN;2;;3;
1000;FANTON D'ANDON;75019;PARIS;1000100;FR;UE;H;400001147;11.10.2023;01.11.2023;11.10.2023;- 1 121,64  EUR;EUR;;B;OGH-11 411/;CB CDE 202305955 FANTON D'ANDON;2;;3;
1000;HIN PLUS;92310;SEVRES;1004388;FR;UE;H;400000793;11.10.2023;01.11.2023;11.10.2023;- 191,69  EUR;EUR;;B;CB2-11 033/;CB HIN PLUS FAC 202306286;2;;3;
1000;FINEST INTERIORS;8304;WALLISELLEN (ZH);1006707;CH;UE;H;400000764;11.10.2023;01.11.2023;11.10.2023;- 50,56  EUR;EUR;;T;15-5690/;VIRT FINEST INTERIORS AN FA23/06010;2;;3;
1000;FANTON D'ANDON;75019;PARIS;1000100;FR;UE;S;400000011;11.10.2023;01.11.2023;11.10.2023;57,16  EUR;EUR;;B;10-16 762/;FANTON D'ANDON;2;;3;
1000;FRANKLIN AZZI;75005;PARIS;1000104;FR;UE;S;400000009;11.10.2023;01.11.2023;11.10.2023;187,36  EUR;EUR;;T;10-16 743/;FRANKLIN AZZI;2;;3;
1000;ONLYTEC SP.Z O.O.;04-884;WARSAW;1003104;PL;UE;S;400002375;10.10.2023;01.11.2023;10.10.2023;183,83  EUR;EUR;;T;10-16 721/;ONLYTEC SP.Z O.O.;2;;3;
1000;ONLYTEC SP.Z O.O.;04-884;WARSAW;1003104;PL;UE;S;400002374;10.10.2023;01.11.2023;10.10.2023;88,80  EUR;EUR;;T;10-16 720/;ONLYTEC SP.Z O.O.;2;;3;
1000;HED CINEMA LTD;4668600;HERZELIA PITUAH;1000698;IL;UE;S;400002373;10.10.2023;01.11.2023;10.10.2023;441,33  EUR;EUR;;T;10-16 709/;HED CINEMA LTD;2;;3;
1000;ETABLISSEMENTS TECHNIQUES FRAGNI�RE;1630;BULLE;1004824;CH;UE;S;400002372;10.10.2023;01.11.2023;10.10.2023;145,00  EUR;EUR;;T;10-16 708/;ETABLISSEMENTS TECHNIQUES FRAGNI�RE;2;;3;
1000;ETABLISSEMENTS RAVAT BAINEE;94200;IVRY SUR SEINE;1001859;FR;UE;H;400001314;10.10.2023;01.11.2023;10.10.2023;- 50,52  EUR;EUR;;T;OGP-11 402/;VIRT CDE 202305909 ETS RAVAT BAINEE;2;;3;
1000;MONT-BLANC RENOV'ALL;74170;ST GERVAIS LES BAINS;1002193;FR;UE;H;400001313;10.10.2023;01.11.2023;10.10.2023;- 166,36  EUR;EUR;;T;OGP-11 401/;VIRT CDE 202305850 EURL MONT BLANC;2;;3;
1000;GUIJARRO JEAN PIERRE;92140;CLAMART;1001197;FR;UE;H;400001146;10.10.2023;01.11.2023;10.10.2023;- 265,13  EUR;EUR;;B;OGH-11 404/;CB CDE 202305905 GUIJARO JEAN PIERR;2;;3;
1000;SAMMAN GROUP;13781;RIYADH;1000160;SA;UE;H;400000990;10.10.2023;01.11.2023;10.10.2023;- 4 279,33  EUR;EUR;;T;OGD-11 403/;VIRT CDE 202305739 AL SAMMAN CONSTR;2;;3;
1000;STYLAGOS;75008;PARIS;1001686;FR;UE;H;400000913;10.10.2023;01.11.2023;10.10.2023;- 279,49  EUR;EUR;;T;OG1-11 406/;VIRT CDE 202305636 STYLAGOS;2;;3;
1000;SOPHIE LACROIX;75003;PARIS;1000174;FR;UE;S;400000008;10.10.2023;01.11.2023;10.10.2023;19,68  EUR;EUR;;T;10-16 715/;SOPHIE LACROIX;2;;3;
1000;A.G.B ELECTRICITE (projets nord);95870;BEZONS;1005749;FR;UE;S;400002369;09.10.2023;01.11.2023;09.10.2023;15 000,00  EUR;EUR;;T;10-16 699/;A.G.B ELECTRICITE;2;;3;
1000;DANARA BAT;75008;PARIS;1002719;FR;UE;S;400002368;09.10.2023;01.11.2023;09.10.2023;4 053,40  EUR;EUR;;T;10-16 698/;DANARA BAT;2;;3;
1000;ONLYTEC SP.Z O.O.;04-884;WARSAW;1003104;PL;UE;S;400002367;09.10.2023;01.11.2023;09.10.2023;1 721,92  EUR;EUR;;T;10-16 694/;ONLYTEC SP.Z O.O.;2;;3;
1000;CEF YESSS ELECTRIQUE AUVERGNE;69817;TASSIN CEDEX;1003542;FR;UE;S;400002366;09.10.2023;01.11.2023;08.11.2023;221,23  EUR;EUR;;T;10-16 693/;CEF YESSS ELECTRIQUE;2;;3;
1000;LUZ ELEC;95270;LUZARCHES;1002281;FR;UE;S;400002365;09.10.2023;01.11.2023;09.10.2023;29,48  EUR;EUR;;T;10-16 692/;LUZ ELEC;2;;3;
1000;MONT-BLANC RENOV'ALL;74170;ST GERVAIS LES BAINS;1002193;FR;UE;S;400002364;09.10.2023;01.11.2023;09.10.2023;30,16  EUR;EUR;;T;10-16 691/;MONT-BLANC RENOV'ALL;2;;3;
1000;STYLAGOS;75008;PARIS;1001686;FR;UE;S;400002363;09.10.2023;01.11.2023;09.10.2023;18,16  EUR;EUR;;T;10-16 690/;STYLAGOS;2;;3;
1000;GUINIER;94146;ALFORTVILLE CEDEX;1001201;FR;UE;S;400002362;09.10.2023;01.11.2023;09.10.2023;16,34  EUR;EUR;;T;10-16 688/;GUINIER;2;;3;
1000;IPSO;115 28;ATHENS;1000807;GR;UE;S;400002361;09.10.2023;01.11.2023;09.10.2023;195,28  EUR;EUR;;T;10-16 681/;IPSO;2;;3;
1000;ELEVEN RENOVATION;75016;PARIS;1000881;FR;UE;S;400002360;09.10.2023;01.11.2023;09.10.2023;62,06  EUR;EUR;;T;10-16 679/;ELEVEN RENOVATION;2;;3;
1000;DM;92100;BOULOGNE BILLANCOURT;1002202;FR;UE;S;400002358;09.10.2023;01.11.2023;09.10.2023;126,35  EUR;EUR;;T;10-16 677/;DM;2;;3;
1000;MARC NEWSON LTD;SW1P 1BB;LONDON;1006485;GB;UE;S;400002357;09.10.2023;01.11.2023;09.10.2023;1 342,18  EUR;EUR;;T;10-16 671/;MARC NEWSON LTD;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002356;09.10.2023;01.11.2023;09.10.2023;3 499,91  EUR;EUR;;T;10-16 667/;MELJAC NORTH AMERICA;2;;3;
1000;SAS PLAINE MONCEAU;75008;PARIS;1002231;FR;UE;H;400001312;09.10.2023;01.11.2023;09.10.2023;- 397,28  EUR;EUR;;T;OGP-11 397/;VIRT CDE 202305821 SAS PLAINE MONCE;2;;3;
1000;IK ELECTRICITE;74700;DOMANCY;1002641;FR;UE;H;400001311;09.10.2023;01.11.2023;09.10.2023;- 507,63  EUR;EUR;;T;OGP-11 396/;VIRT CDE 202305897 EURL IK ELECTRIC;2;;3;
1000;IPSO;115 28;ATHENS;1000807;GR;UE;H;400000991;09.10.2023;01.11.2023;09.10.2023;- 1 824,37  EUR;EUR;;T;OGD-11 409/;VIRT CDE 202305840 IPSO SA;2;;3;
1000;EURL RELAX;74120;MEGEVE;1000098;FR;UE;S;400000007;09.10.2023;01.11.2023;09.10.2023;10,67  EUR;EUR;;T;10-16 697/;EURL RELAX;2;;3;
1000;CJ PROTECTION;75016;PARIS;1000078;FR;UE;S;400000006;09.10.2023;01.11.2023;09.10.2023;48,67  EUR;EUR;;B;10-16 673/;CJ PROTECTION;2;;3;
1000;JSC �ISUZU RUS�;125009;MOSCOW;1005091;RU;UE;S;400002355;06.10.2023;01.11.2023;06.10.2023;4 083,00  EUR;EUR;;T;10-16 663/;JSC �ISUZU RUS�;2;;3;
1000;SPIE INDUSTRIE & TERTIAIRE RENNES;35093;RENNES CEDEX 9;1005628;FR;UE;S;400002354;06.10.2023;01.11.2023;30.11.2023;773,06  EUR;EUR;;T;10-16 657/;SPIE BUILDING SOLUTIONS;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002353;06.10.2023;01.11.2023;06.10.2023;156,48  EUR;EUR;;T;10-16 654/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002352;06.10.2023;01.11.2023;06.10.2023;498,55  EUR;EUR;;T;10-16 653/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002351;06.10.2023;01.11.2023;06.10.2023;376,69  EUR;EUR;;T;10-16 652/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002350;06.10.2023;01.11.2023;06.10.2023;413,27  EUR;EUR;;T;10-16 651/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002349;06.10.2023;01.11.2023;06.10.2023;559,20  EUR;EUR;;T;10-16 650/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002348;06.10.2023;01.11.2023;06.10.2023;246,12  EUR;EUR;;T;10-16 649/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002346;06.10.2023;01.11.2023;06.10.2023;1 730,70  EUR;EUR;;T;10-16 648/;MELJAC NORTH AMERICA;2;;3;
1000;MELJAC NORTH AMERICA;90039;LOS ANGELES;1006129;US;UE;S;400002344;06.10.2023;01.11.2023;06.10.2023;2 027,60  EUR;EUR;;T;10-16 647/;MELJAC NORTH AMERICA;2;;3;
1000;SNC HS PROPERTIES;75001;PARIS;1002777;FR;UE;H;400001308;06.10.2023;01.11.2023;06.10.2023;- 1 218,75  EUR;EUR;;T;OGP-11 388/;VIRT CDE 202305805 SNC HS PROPERTIE;2;;3;
1000;FRANKLIN AZZI;75005;PARIS;1000104;FR;UE;H;400001307;06.10.2023;01.11.2023;06.10.2023;- 4 324,80  EUR;EUR;;T;OGP-11 387/;VIRT CDE 202305855 M FRANKLIN AZZI;2;;3;
1000;DM;92100;BOULOGNE BILLANCOURT;1002202;FR;UE;H;400001306;06.10.2023;01.11.2023;06.10.2023;- 1 046,72  EUR;EUR;;T;OGP-11 386/;VIRT CDE 202305774 DM SAS;2;;3;
1000;DM;92100;BOULOGNE BILLANCOURT;1002202;FR;UE;H;400001305;06.10.2023;01.11.2023;06.10.2023;- 500,00  EUR;EUR;;T;OGP-11 385/;VIRT CDE 202305774 DM SAS;2;;3;
1000;CJ PROTECTION;75016;PARIS;1000078;FR;UE;H;400001145;06.10.2023;01.11.2023;06.10.2023;- 451,46  EUR;EUR;;B;OGH-11 395/;CB CDE 202305887 CJ PROTECTION;2;;3;
1000;S.C.LA MAISON S.R.L.;600269;BACAU;1001755;RO;UE;H;400000989;06.10.2023;01.11.2023;06.10.2023;- 112,65  EUR;EUR;;T;OGD-11 392/;VIRT CDE 202305856 LA MAISON;2;;3;
1000;ROLLAND;14000;CAEN;1000157;FR;UE;H;400000911;06.10.2023;01.11.2023;06.10.2023;- 232,62  EUR;EUR;;C;OG1-11 390/;CHQ CDE 202305876 MARTINE ROLLAND;2;;3;
1000;SONEPAR FRANCE DISTRIBUTION FLE;92546;MONTROUGE CEDEX;1005343;FR;UE;H;400000894;06.10.2023;01.11.2023;30.11.2023;- 103,10  EUR;EUR;;C;ODV-22 473/;Fac 202306188 CESSION EUROFA;2;;3;
1000;MAWA MONACO;98000;MONACO;1002941;MC;UE;H;400000893;06.10.2023;01.11.2023;29.10.2023;- 199,58  EUR;EUR;;C;ODV-22 465/;Fac 202306054 CESSION EUROFA;2;;3;
1000;TEST AROUND PROJECT;06400;CANNES;1000000;FR;RV;S;90000006;06.10.2023;06.10.2023;06.10.2023;120,00  EUR;EUR;0001;;0090000005;;2;;3;
